序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
24,893, 亚钾国际,23.53,0.09,0.253,0.649,55.64,0.247,1.221,-0.163,0.486,2,3.0,4,11.76,6.78,4.98,36.91,25.4,11.51
33,931, 中 关 村,4.91,0.61,0.571,2.155,48.41,0.661,1.887,0.691,2.524,3,3.0,6,3.12,3.52,-0.4,29.7,11.55,18.16
36,601969, 海南矿业,6.78,1.35,0.103,0.497,46.78,-0.081,0.219,-0.224,0.108,1,1.0,2,15.7,2.73,12.97,19.99,20.42,-0.43
37,603810, 丰山集团,11.33,1.07,0.543,1.691,46.42,-0.031,1.908,-0.078,1.7,1,2.0,4,6.05,0.97,5.08,25.41,9.37,16.04
44,601798, 蓝科高新,6.59,2.81,0.667,2.074,45.82,0.235,3.126,0.069,3.398,1,2.0,3,13.46,5.31,8.15,22.3,12.07,10.23
45,2544, 普天科技,22.9,2.6,0.449,1.216,45.16,0.698,1.803,0.466,1.298,2,3.0,4,10.29,4.6,5.7,30.62,18.98,11.64
47,601225, 陕西煤业,19.57,0.1,0.082,0.159,42.57,0.066,0.131,0.181,0.062,3,3.0,6,11.45,5.76,5.7,32.03,18.16,13.87
50,1338, 永顺泰,11.11,-1.86,0.577,2.952,41.88,0.977,7.833,0.32,5.431,2,2.0,3,7.27,4.28,2.99,23.66,14.01,9.65
51,600004, 白云机场,9.1,-0.76,0.052,0.264,41.56,-0.067,0.584,-0.341,0.92,1,2.0,2,10.98,10.15,0.83,27.08,17.92,9.15
52,300721, 怡达股份,13.12,1.39,0.781,2.059,41.53,-0.059,0.09,-0.496,0.195,1,1.0,2,5.17,0.0,5.17,27.95,12.47,15.48
53,2004, 华邦健康,3.85,-0.77,0.099,0.408,41.42,0.098,1.139,0.082,0.599,1,3.0,5,13.15,2.69,10.46,20.33,16.75,3.58
60,2589, 瑞康医药,3.02,-0.33,0.332,0.587,38.77,-0.002,0.283,-0.092,0.29,1,3.0,5,10.87,1.87,8.99,29.3,17.75,11.55
61,600595, 中孚实业,3.67,0.55,0.394,0.57,38.28,-0.363,0.501,-0.425,-1.625,1,2.0,4,8.6,4.25,4.35,38.79,23.38,15.41
62,300238, 冠昊生物,13.31,1.22,0.53,2.78,37.97,0.459,2.089,0.182,-0.103,2,3.0,5,9.99,0.92,9.07,23.33,21.79,1.54
64,300327, 中颖电子,26.48,1.26,0.816,3.114,37.59,1.998,3.902,1.18,4.236,4,4.0,4,10.6,7.56,3.05,26.91,17.92,9.0
65,603669, 灵康药业,4.96,0.61,0.271,1.081,37.36,-0.368,0.044,-1.61,-0.987,1,1.0,2,9.37,0.54,8.83,21.99,16.63,5.35
68,2155, 湖南黄金,17.48,0.46,0.46,0.844,37.09,-0.589,-1.861,-1.839,-3.443,1,1.0,3,18.59,9.69,8.89,30.64,24.44,6.2
69,600583, 海油工程,5.04,-0.2,0.071,0.174,36.93,0.113,1.439,0.067,2.831,1,2.0,5,16.43,2.15,14.27,26.01,25.74,0.27
70,883, 湖北能源,4.69,-0.85,0.047,0.12,36.68,0.099,0.321,0.158,0.402,1,4.0,7,7.47,4.92,2.55,30.16,16.74,13.42
72,600582, 天地科技,5.88,-0.84,0.104,0.219,36.18,-0.132,0.115,0.043,0.987,2,2.0,6,34.49,19.03,15.46,16.22,19.02,-2.8
73,688389, 普门科技,16.05,2.88,0.426,1.806,35.91,-0.094,1.697,-0.155,1.278,2,2.0,5,10.72,8.35,2.37,34.43,28.53,5.89
75,2233, 塔牌集团,7.41,-0.4,0.1,0.113,35.62,0.134,0.585,0.067,0.738,1,4.0,6,0.0,0.0,0.0,36.04,10.42,25.62
77,600103, 青山纸业,2.26,0.44,0.373,0.469,35.18,0.398,1.838,-0.285,0.238,1,3.0,4,30.36,10.2,20.16,23.19,26.8,-3.6
78,300157, 新锦动力,3.3,2.48,0.828,2.969,35.17,0.937,6.421,-1.093,1.316,1,3.0,3,1.76,0.0,1.76,37.3,27.72,9.58
79,601718, 际华集团,2.62,0.0,0.132,0.15,35.12,-0.008,0.502,-0.286,-0.238,1,2.0,4,22.76,4.71,18.05,23.88,21.71,2.17
80,600774, 汉商集团,7.54,1.21,0.279,2.399,34.86,0.281,2.867,0.326,2.389,1,3.0,6,4.21,4.9,-0.69,20.54,11.5,9.04
81,755, 山西高速,4.78,-0.42,0.069,0.15,34.77,-0.217,0.074,-0.235,0.845,1,2.0,4,12.95,0.0,12.95,23.85,19.39,4.45
82,300391, 长药控股,5.26,1.35,0.801,4.449,34.76,1.95,13.223,0.35,7.062,4,4.0,5,5.25,1.54,3.72,27.65,21.95,5.71
83,300219, 鸿利智汇,7.51,1.49,0.241,1.237,34.64,-0.226,0.656,-1.108,-0.671,1,1.0,1,7.26,1.71,5.55,26.81,22.65,4.17
84,300043, 星辉娱乐,4.32,1.17,0.749,2.777,34.21,0.349,-3.708,-1.266,-8.679,2,2.0,4,8.9,1.36,7.55,29.72,26.23,3.5
85,2046, 国机精工,15.81,2.0,0.778,1.996,34.2,3.101,2.885,2.057,1.582,2,4.0,5,13.52,7.48,6.04,28.96,21.8,7.16
87,600512, 腾达建设,2.35,-0.84,0.155,0.248,33.66,0.28,-0.054,-0.191,-1.708,1,3.0,3,15.43,3.72,11.72,22.9,15.17,7.74
89,2559, 亚威股份,10.4,0.39,0.705,4.397,33.58,0.173,1.811,-1.509,-4.094,2,3.0,5,6.82,3.61,3.22,28.81,24.56,4.26
90,700, 模塑科技,7.28,0.28,0.187,2.072,33.51,0.855,2.838,0.336,5.884,2,3.0,5,10.99,7.78,3.21,26.35,25.44,0.91
91,300940, 南极光,15.98,2.24,0.441,2.093,32.73,-0.082,-1.281,-1.101,-1.481,1,2.0,2,6.07,0.0,6.07,29.36,25.9,3.46
92,2329, 皇氏集团,3.41,1.49,0.594,1.234,32.3,0.342,2.02,0.503,1.675,1,1.0,3,5.77,4.72,1.05,30.21,14.26,15.96
94,600969, 郴电国际,6.46,-0.15,0.135,0.997,31.94,0.791,2.938,1.859,5.991,2,4.0,8,7.54,14.87,-7.33,24.59,10.28,14.32
96,2416, 爱施德,13.94,2.35,0.328,1.763,31.62,0.115,0.599,-2.174,-6.14,2,2.0,2,7.81,6.7,1.11,32.54,26.72,5.82
97,600064, 南京高科,7.02,-1.27,0.037,0.405,31.57,0.032,0.937,-0.078,1.833,2,3.0,5,6.9,6.11,0.78,18.98,13.78,5.2
98,601065, 江盐集团,8.61,-0.69,0.059,0.512,31.51,-0.148,-0.001,-0.534,-0.294,2,2.0,4,4.31,0.0,4.31,19.74,16.06,3.67
99,603162, 海通发展,8.87,0.45,0.327,1.348,31.36,0.414,3.173,0.636,6.624,4,4.0,6,13.29,1.54,11.76,15.24,14.21,1.04
100,300265, 通光线缆,8.57,0.71,0.232,1.591,31.36,-0.157,0.88,-0.608,-0.324,2,3.0,5,4.24,4.71,-0.47,24.81,16.2,8.61
101,600216, 浙江医药,15.46,0.32,0.233,0.554,31.33,0.477,0.587,0.992,2.57,3,4.0,9,14.17,6.43,7.73,26.47,20.9,5.57
104,603565, 中谷物流,9,0.67,0.05,0.079,31.04,0.073,0.3,0.08,0.731,2,3.0,6,19.02,2.0,17.02,14.59,11.71,2.88
105,2859, 洁美科技,21.23,1.14,0.294,0.297,31.02,0.481,-0.998,0.188,0.127,1,3.0,6,14.64,5.41,9.23,30.74,20.5,10.24
108,600435, 北方导航,10.94,1.02,0.22,0.241,30.87,0.319,-1.48,-0.11,-1.886,2,2.0,3,18.56,2.16,16.4,19.95,15.26,4.69
109,600328, 中盐化工,7.39,0.0,0.069,0.352,30.77,-0.087,0.634,-0.073,2.219,1,2.0,3,10.93,6.12,4.81,26.76,23.9,2.87
110,600686, 金龙汽车,14.05,2.93,0.557,2.004,30.68,-1.703,-2.197,-2.634,-2.217,1,1.0,2,15.75,11.46,4.29,27.94,23.56,4.38
111,300652, 雷迪克,42.9,-1.4,0.763,1.05,30.59,2.748,3.849,3.443,2.529,5,5.0,8,8.08,9.61,-1.53,45.02,29.98,15.05
114,2641, 公元股份,4.43,0.45,0.092,0.372,30.23,-0.009,-0.457,-0.254,-0.601,1,3.0,4,4.59,4.79,-0.19,30.71,20.61,10.1
116,301332, 德尔玛,10.4,-0.1,0.15,0.599,29.82,0.011,0.552,0.152,0.832,1,2.0,4,7.0,7.07,-0.07,30.42,21.02,9.41
118,601997, 贵阳银行,5.74,-0.86,-0.016,0.24,29.66,0.041,0.735,0.036,1.162,0,2.0,4,13.51,12.8,0.71,27.31,30.71,-3.4
121,688573, 信宇人,22.03,1.71,2.368,3.122,29.48,6.375,12.27,5.684,13.635,2,3.0,5,14.98,2.8,12.17,31.33,27.92,3.41
122,2293, 罗莱生活,7.56,0.0,0.083,0.131,29.47,0.385,1.037,0.474,1.511,8,5.0,8,8.51,0.0,8.51,25.34,15.22,10.12
123,600325, 华发股份,5.46,-1.62,0.087,0.502,29.47,0.122,0.913,-0.157,0.724,2,2.0,3,14.12,4.66,9.45,20.93,23.17,-2.24
124,2512, 达华智能,5.37,2.29,1.035,3.773,29.43,1.277,3.666,0.243,2.341,3,4.0,6,7.05,4.05,3.0,27.05,19.01,8.04
126,300365, 恒华科技,6.82,1.94,1.014,2.801,29.38,1.723,11.227,1.011,8.046,3,4.0,5,5.74,2.61,3.13,30.87,21.4,9.47
128,600968, 海油发展,3.78,0.0,0.025,0.112,29.27,-0.001,0.668,-0.139,1.242,1,3.0,3,10.28,1.54,8.73,22.2,21.31,0.88
130,603291, 联合水务,14.9,0.74,0.441,1.494,29.06,0.963,1.91,-0.444,-0.23,2,3.0,3,9.59,4.23,5.36,26.24,20.68,5.56
134,2326, 永太科技,9.98,2.67,0.55,0.869,28.73,0.199,0.563,1.29,5.051,2,2.0,6,13.13,2.77,10.36,25.37,19.32,6.05
135,603519, 立霸股份,12.66,0.4,0.178,0.375,28.61,0.596,0.27,0.448,1.662,4,4.0,6,11.56,5.59,5.97,24.81,16.0,8.81
136,881, 中广核技,7.09,-0.28,0.095,0.279,28.6,0.099,0.771,-0.067,1.326,1,3.0,6,11.56,2.72,8.83,20.44,16.07,4.36
137,300342, 天银机电,18.84,0.05,0.495,4.022,28.59,1.17,9.638,-0.745,3.625,1,2.0,2,4.68,6.46,-1.78,29.56,22.37,7.19
138,600288, 大恒科技,9.92,1.54,0.649,2.303,28.03,0.149,-0.651,-2.009,-5.135,1,1.0,1,10.78,5.1,5.68,25.23,20.81,4.42
139,603256, 宏和科技,9.79,1.98,0.162,0.969,27.99,0.492,1.327,0.237,0.265,4,4.0,5,5.02,6.0,-0.97,23.79,14.35,9.43
140,603020, 爱普股份,8.37,0.6,0.28,0.109,27.99,0.317,-0.694,-1.014,-3.187,2,2.0,2,28.05,7.31,20.74,18.57,16.27,2.3
142,12, 南0玻Ａ,4.95,-0.6,0.077,0.117,27.71,-0.086,-0.078,-0.217,0.116,1,1.0,3,3.2,0.0,3.2,29.21,14.09,15.12
143,600509, 天富能源,6.44,-0.77,0.185,2.096,27.65,0.222,2.234,-0.269,1.345,2,2.0,3,11.65,5.7,5.95,21.94,24.05,-2.11
145,300891, 惠云钛业,8.74,1.98,0.216,1.767,27.43,-0.156,0.73,-0.243,0.752,1,2.0,4,4.29,1.24,3.05,20.58,16.36,4.22
146,600173, 卧龙地产,6.11,-0.49,0.237,1.259,27.38,0.604,-0.042,1.611,0.409,3,3.0,6,9.99,7.41,2.58,24.67,20.05,4.62
149,539, 粤电力Ａ,4.48,-0.67,0.063,0.154,27.13,-0.135,0.104,-0.184,-0.392,1,1.0,2,4.71,2.37,2.35,24.64,11.74,12.9
150,2839, 张家港行,4.16,-0.95,0.003,0.223,27.07,0.09,0.628,0.073,0.91,2,4.0,6,13.72,19.34,-5.62,33.35,27.3,6.05
151,601128, 常熟银行,6.9,-1.29,0.102,0.393,26.9,0.356,1.465,0.22,1.451,2,4.0,7,16.13,12.22,3.9,21.9,17.3,4.6
152,603053, 成都燃气,9.15,-0.22,0.015,0.053,26.75,-0.011,0.118,-0.055,0.645,1,2.0,4,15.34,2.31,13.03,16.96,19.28,-2.32
153,600252, 中恒集团,2.43,-0.82,0.123,0.198,26.66,0.009,0.246,0.116,1.756,2,3.0,5,13.33,4.52,8.82,21.82,14.56,7.26
154,2446, 盛路通信,6.55,2.66,0.405,2.132,26.65,0.21,0.516,-0.248,-0.332,1,2.0,3,2.84,0.63,2.21,28.24,22.15,6.09
156,600698, 湖南天雁,5.75,-0.17,0.113,1.173,26.6,-0.585,-1.441,-0.431,-1.756,2,3.0,5,7.07,5.23,1.83,23.76,21.0,2.76
157,688271, 联影医疗,141,1.04,0.147,0.125,26.54,0.309,0.067,0.292,0.057,4,4.0,6,19.28,11.04,8.24,31.99,24.24,7.74
159,1208, 华菱线缆,10.43,1.86,0.581,2.11,26.44,0.247,-1.216,-0.235,-7.308,1,3.0,5,8.43,0.0,8.43,20.22,16.87,3.35
160,338, 潍柴动力,15.72,2.14,0.162,0.467,26.41,-0.383,-0.335,-0.233,-0.216,1,2.0,4,21.54,14.22,7.32,27.25,27.07,0.18
161,300720, 海川智能,21.3,2.5,0.528,0.84,26.36,0.194,0.067,0.135,-0.455,2,2.0,5,14.46,2.25,12.21,30.04,29.25,0.79
167,603920, 世运电路,38.88,2.07,0.409,1.004,25.94,1.07,3.628,1.447,3.834,3,4.0,6,15.94,11.59,4.35,27.27,21.88,5.39
168,2040, 南 京 港,6.49,-1.37,0.075,0.151,25.93,0.047,-0.244,0.097,-0.738,1,3.0,7,0.0,0.0,0.0,31.18,15.87,15.31
169,2339, 积成电子,7.78,1.57,0.479,2.999,25.93,2.192,13.172,0.778,6.946,4,4.0,4,5.77,5.63,0.14,25.77,19.09,6.67
171,300500, 启迪设计,12.9,2.14,1.162,3.563,25.69,0.847,4.358,0.673,5.19,2,3.0,4,7.66,3.64,4.02,24.84,17.03,7.8
174,600773, 西藏城投,10.43,0.58,0.084,0.335,25.5,-0.105,-0.14,-0.504,-0.606,1,1.0,1,5.64,2.32,3.32,27.5,21.57,5.93
175,688576, 西山科技,68.17,0.41,0.342,0.488,25.4,1.08,1.619,0.789,2.233,4,4.0,7,0.87,3.14,-2.27,35.59,17.65,17.94
177,2476, 宝莫股份,4.43,0.68,0.179,0.618,25.36,0.424,3.177,-0.243,3.458,3,4.0,5,0.0,0.0,0.0,30.07,18.92,11.15
179,603212, 赛伍技术,11,0.73,0.212,0.716,25.27,-0.355,-2.831,-0.266,-1.845,1,2.0,5,9.1,2.92,6.18,22.13,17.39,4.74
180,603344, 星德胜,25.34,0.64,1.262,1.179,25.2,1.521,0.017,1.344,2.437,1,2.0,4,11.57,0.78,10.79,22.99,14.86,8.13
182,2948, 青岛银行,4.05,-0.74,0.07,0.237,25.19,0.431,1.683,0.599,0.16,6,5.0,7,3.9,9.97,-6.07,30.77,14.94,15.82
183,2689, 远大智能,4.25,2.91,0.418,2.586,25.1,0.927,3.316,0.34,-0.211,2,3.0,5,9.98,3.59,6.38,21.62,21.25,0.37
186,600000, 浦发银行,10.13,-0.78,0.013,0.02,24.67,0.028,0.082,-0.025,-0.01,2,4.0,6,5.95,6.81,-0.86,31.24,16.14,15.1
187,300335, 迪森股份,5.03,-0.79,0.175,1.11,24.63,0.351,1.97,-0.725,2.451,1,3.0,5,0.0,0.0,0.0,27.4,19.94,7.46
188,601816, 京沪高铁,5.48,-0.9,0.018,0.033,24.63,-0.025,0.043,-0.056,-0.042,1,1.0,2,24.0,12.41,11.59,26.27,28.28,-2.01
189,301446, 福事特,21.36,0.95,0.613,2.033,24.57,-0.048,1.535,-1.827,-0.421,1,1.0,2,3.77,0.0,3.77,19.63,9.7,9.93
190,300988, 津荣天宇,21.56,1.7,0.465,2.491,24.53,0.801,-1.938,0.374,-2.943,2,3.0,4,9.21,8.2,1.01,29.64,24.86,4.78
191,300086, 康芝药业,4.93,-0.2,0.257,0.752,24.51,0.669,4.318,0.387,6.369,3,3.0,6,3.51,0.0,3.51,23.76,14.12,9.64
193,301429, 森泰股份,17.69,0.28,1.096,0.778,24.45,2.717,2.938,4.564,6.542,3,3.0,7,19.25,9.31,9.93,27.62,20.79,6.83
196,600720, 中交设计,8.78,-0.9,0.042,0.381,24.24,0.318,0.208,0.232,1.593,2,3.0,5,12.83,4.27,8.56,17.46,21.14,-3.68
197,605365, 立达信,16.13,1.07,0.085,0.145,24.2,0.065,0.277,0.05,0.542,3,3.0,6,20.6,0.48,20.12,8.69,12.75,-4.07
199,603387, 基蛋生物,8.57,0.82,0.102,0.214,24.02,0.062,0.187,-0.174,-1.458,2,4.0,6,12.73,0.78,11.95,22.97,22.47,0.49
200,688799, 华纳药厂,39.73,-0.8,0.06,0.286,23.99,-0.2,0.226,-0.408,0.328,1,1.0,3,0.68,0.67,0.02,33.62,26.47,7.15
201,301283, 聚胶股份,26.54,0.72,0.29,0.005,23.86,-0.103,-0.314,-0.495,-0.424,2,2.0,3,0.0,0.0,0.0,36.31,12.54,23.77
202,600917, 重庆燃气,5.68,0.53,0.015,0.105,23.82,-0.064,-0.023,-0.153,-0.261,1,1.0,2,2.0,1.9,0.1,23.76,16.57,7.19
203,600528, 中铁工业,7.73,-1.15,0.037,0.186,23.79,0.042,0.756,-0.134,0.712,2,3.0,3,6.4,10.02,-3.62,22.47,10.69,11.77
205,688311, 盟升电子,36.82,0.19,0.203,0.322,23.78,0.026,-0.84,0.57,-0.018,3,3.0,7,18.0,10.32,7.68,25.7,21.62,4.09
206,688531, 日联科技,53.89,1.03,0.427,0.444,23.76,0.819,1.189,0.038,1.447,3,3.0,4,18.44,5.94,12.5,22.64,19.65,2.99
207,600031, 三一重工,17.96,0.67,0.076,0.199,23.72,0.292,0.416,0.358,0.932,5,5.0,8,15.19,10.64,4.55,25.05,20.27,4.77
208,600722, 金牛化工,5.7,-0.7,0.157,0.742,23.65,-0.027,1.206,0.277,0.649,3,3.0,5,12.05,12.91,-0.86,25.32,17.89,7.43
209,300272, 开能健康,6.26,-0.79,-0.139,3.138,23.65,-0.015,3.408,-0.665,3.853,0,1.0,2,3.21,2.0,1.21,19.79,23.93,-4.14
